ID,Mã Tài Xế,Họ và Tên,Số Điện Thoại,Bằng Lái,Địa Bàn,Tuyến Chính,Trạng Thái,Biển Số Xe,Lương Cơ Bản,Đơn Giá Km,Số Chuyến Đăng Ký,Số Chuyến Hoàn Thành,Số Chuyến Đang Chạy,Tổng Km Đã Đi,Lương Chuyến Đi,Tổng Lương Thực Nhận
268,TX-4477-268,"Hoàng Hải Hải",0979757670,E-79404,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Nha Trang",AVAILABLE,65B-102.68,5000000,2000,2,0,2,0,0,5000000
132,TX-9408-132,"Hoàng Hải Hải",0974675262,E-28247,"Hà Nội","Hà Nội ➔ Phan Thiết",ON_TRIP,65B-101.32,5000000,2000,1,0,1,0,0,5000000
272,TX-4912-272,"Hoàng Hải Hải",0999290064,E-23312,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Nha Trang",AVAILABLE,51B-102.72,5000000,2000,0,0,0,0,0,5000000
442,TX-3709-442,"Hoàng Hải Long",0913110074,E-88450,"Đà Lạt","Đà Lạt ➔ Vũng Tàu",ON_TRIP,49B-104.42,5000000,2000,2,0,2,0,0,5000000
377,TX-6454-377,"Hoàng Hải Nam",0989009401,E-27232,"Bến xe Phan Thiết","Hà Nội ➔ Phan Thiết",AVAILABLE,29B-103.77,5000000,2000,2,0,2,0,0,5000000
216,TX-8786-216,"Hoàng Hải Nam",0975892590,E-82495,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Vũng Tàu",ON_TRIP,51B-102.16,5000000,2000,0,0,0,0,0,5000000
107,TX-6770-107,"Hoàng Hải Phong",0944193393,E-47712,"Bến xe Vũng Tàu","Vũng Tàu ➔ Phan Thiết",ON_TRIP,79B-101.07,5000000,2000,0,0,0,0,0,5000000
451,TX-4708-451,"Hoàng Hải Phong",0959982974,E-84308,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Hà Nội",ON_TRIP,79B-104.51,5000000,2000,1,0,1,0,0,5000000
560,TX-6230-560,"Hoàng Hải Phong",0990229535,E-64929,"Bến xe Trung tâm Cần Thơ","TP. Hồ Chí Minh ➔ Cần Thơ",AVAILABLE,51B-105.60,5000000,2000,0,0,0,0,0,5000000
137,TX-9967-137,"Hoàng Hải Phong",0976797754,E-38470,"Bến xe phía Nam Nha Trang","TP. Hồ Chí Minh ➔ Nha Trang",AVAILABLE,29B-101.37,5000000,2000,0,0,0,0,0,5000000
795,TX-9186-795,"Hoàng Hải Quang",0984092559,E-60468,"Bến xe Trung tâm Đà Nẵng","Nha Trang ➔ Đà Nẵng",AVAILABLE,79B-107.95,5000000,2000,1,0,1,0,0,5000000
473,TX-7206-473,"Hoàng Hải Quang",0942347815,E-40188,"Bến xe Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,29B-104.73,5000000,2000,1,0,1,0,0,5000000
309,TX-9011-309,"Hoàng Hải Tuấn",0998528940,E-99589,"Bến xe Phan Thiết","TP. Hồ Chí Minh ➔ Phan Thiết",AVAILABLE,43B-103.09,5000000,2000,0,0,0,0,0,5000000
156,TX-2130-156,"Hoàng Hải Thắng",0922210416,E-21115,"Bến xe Miền Đông mới","Phan Thiết ➔ TP. Hồ Chí Minh",AVAILABLE,65B-101.56,5000000,2000,0,0,0,0,0,5000000
619,TX-2064-619,"Hoàng Hải Thắng",0956757930,E-62201,"Nha Trang","Nha Trang ➔ Hà Nội",RESTING,79B-106.19,5000000,2000,1,0,1,0,0,5000000
924,TX-2133-924,"Hoàng Hải Trung",0960623332,E-87015,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Nha Trang",RESTING,65B-109.24,5000000,2000,2,0,2,0,0,5000000
887,TX-8436-887,"Hoàng Hải Trung",0982837658,E-32180,"Phan Thiết","Phan Thiết ➔ Đà Nẵng",ON_TRIP,86B-108.87,5000000,2000,0,0,0,0,0,5000000
152,TX-1610-152,"Hoàng Hữu Dũng",0930923424,E-55418,"Bến xe Liên tỉnh Đà Lạt","TP. Hồ Chí Minh ➔ Đà Lạt",AVAILABLE,51B-101.52,5000000,2000,0,0,0,0,0,5000000
401,TX-9066-401,"Hoàng Hữu Dũng",0972833631,E-85305,"Bến xe Vũng Tàu","TP. Hồ Chí Minh ➔ Vũng Tàu",RESTING,29B-104.01,5000000,2000,1,0,1,0,0,5000000
206,TX-7699-206,"Hoàng Hữu Dũng",0930801866,E-17516,"Bến xe Vũng Tàu","Vũng Tàu ➔ TP. Hồ Chí Minh",AVAILABLE,72B-102.06,5000000,2000,1,0,1,0,0,5000000
417,TX-0821-417,"Hoàng Hữu Hải",0928101188,E-84397,"Bến xe Vũng Tàu","Vũng Tàu ➔ Đà Lạt",ON_TRIP,29B-104.17,5000000,2000,1,0,1,0,0,5000000
201,TX-7164-201,"Hoàng Hữu Long",0938452266,E-80922,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-102.01,5000000,2000,0,0,0,0,0,5000000
585,TX-8726-585,"Hoàng Hữu Quang",0958947853,E-23330,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-105.85,5000000,2000,1,0,1,0,0,5000000
866,TX-6339-866,"Hoàng Hữu Sơn",0961190860,E-60813,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Đà Nẵng",RESTING,49B-108.66,5000000,2000,1,0,1,0,0,5000000
554,TX-5641-554,"Hoàng Hữu Sơn",0926748396,E-78828,"Đà Lạt","Đà Lạt ➔ Phan Thiết",ON_TRIP,49B-105.54,5000000,2000,8,0,8,0,0,5000000
435,TX-2854-435,"Hoàng Minh Dũng",0973843672,E-43642,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Cần Thơ",ON_TRIP,79B-104.35,5000000,2000,3,0,3,0,0,5000000
812,TX-0808-812,"Hoàng Minh Dũng",0933937422,E-69342,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Vũng Tàu",AVAILABLE,65B-108.12,5000000,2000,1,0,1,0,0,5000000
745,TX-4242-745,"Hoàng Minh Hải",0916522577,E-30147,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-107.45,5000000,2000,2,0,2,0,0,5000000
259,TX-3450-259,"Hoàng Minh Hải",0954241987,E-35135,"Bến xe Trung tâm Đà Nẵng","ALL",RESTING,79B-102.59,5000000,2000,2,0,2,0,0,5000000
890,TX-8741-890,"Hoàng Minh Long",0982544715,E-84391,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Cần Thơ",AVAILABLE,49B-108.90,5000000,2000,0,0,0,0,0,5000000
605,TX-0727-605,"Hoàng Minh Phong",0932185428,E-90776,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Đà Lạt",AVAILABLE,43B-106.05,5000000,2000,0,0,0,0,0,5000000
754,TX-5179-754,"Hoàng Minh Sơn",0935277500,E-44423,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ TP. Hồ Chí Minh",RESTING,49B-107.54,5000000,2000,1,0,1,0,0,5000000
280,TX-5805-280,"Hoàng Minh Sơn",0941362370,E-36409,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Vũng Tàu",ON_TRIP,51B-102.80,5000000,2000,0,0,0,0,0,5000000
920,TX-1731-920,"Hoàng Minh Tuấn",0997687772,E-36496,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Hà Nội",ON_TRIP,51B-109.20,5000000,2000,1,0,1,0,0,5000000
906,TX-0335-906,"Hoàng Minh Tuấn",0942914356,E-11409,"Đà Lạt","Đà Lạt ➔ Hà Nội",ON_TRIP,49B-109.06,5000000,2000,2,0,2,0,0,5000000
916,TX-1330-916,"Hoàng Minh Thắng",0934035045,E-77260,"Bến xe Trung tâm Đà Nẵng","Cần Thơ ➔ Đà Nẵng",ON_TRIP,65B-109.16,5000000,2000,4,0,4,0,0,5000000
446,TX-4158-446,"Hoàng Quang Dũng",0930563670,E-42264,"Bến xe Vũng Tàu","Vũng Tàu ➔ Phan Thiết",AVAILABLE,72B-104.46,5000000,2000,0,0,0,0,0,5000000
765,TX-6260-765,"Hoàng Quang Hải",0973384366,E-61321,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Cần Thơ",ON_TRIP,43B-107.65,5000000,2000,0,0,0,0,0,5000000
283,TX-6127-283,"Hoàng Quang Hải",0987265701,E-77648,"Bến xe Mỹ Đình","ALL",ON_TRIP,79B-102.83,5000000,2000,3,1,2,760,1520000,6520000
135,TX-9741-135,"Hoàng Quang Hải",0932748146,E-49356,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Đà Nẵng",RESTING,86B-101.35,5000000,2000,1,0,1,0,0,5000000
883,TX-8031-883,"Hoàng Quang Long",0989912108,E-28044,"Bến xe Liên tỉnh Đà Lạt","Nha Trang ➔ Đà Lạt",RESTING,79B-108.83,5000000,2000,2,0,2,0,0,5000000
356,TX-4178-356,"Hoàng Quang Long",0955402676,E-70026,"Bến xe Vũng Tàu","Đà Nẵng ➔ Vũng Tàu",AVAILABLE,65B-103.56,5000000,2000,0,0,0,0,0,5000000
829,TX-2530-829,"Hoàng Quang Quang",0996619697,E-41691,"Đà Nẵng","Đà Nẵng ➔ Cần Thơ",ON_TRIP,43B-108.29,5000000,2000,5,0,5,0,0,5000000
998,TX-9319-998,"Hoàng Quang Sơn",0935131153,E-63370,"Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,72B-109.98,5000000,2000,1,0,1,0,0,5000000
222,TX-9432-222,"Hoàng Quang Tuấn",0980473519,E-65887,"Bến xe Mỹ Đình","ALL",ON_TRIP,72B-102.22,5000000,2000,2,0,2,0,0,5000000
661,TX-6048-661,"Hoàng Quang Trung",0924959316,E-90577,"Bến xe Trung tâm Cần Thơ","Đà Nẵng ➔ Cần Thơ",ON_TRIP,43B-106.61,5000000,2000,2,0,2,0,0,5000000
381,TX-6887-381,"Hoàng Thành Dũng",0979435312,E-78199,"Đà Nẵng","Đà Nẵng ➔ Nha Trang",AVAILABLE,43B-103.81,5000000,2000,6,0,6,0,0,5000000
378,TX-6566-378,"Hoàng Thành Dũng",0932863961,E-71667,"Bến xe Trung tâm Đà Nẵng","Đà Lạt ➔ Đà Nẵng",RESTING,49B-103.78,5000000,2000,1,0,1,0,0,5000000
18,TX-7765-18,"Hoàng Thành Dũng",0971375436,E-22493,"Bến xe Phan Thiết","Phan Thiết ➔ Đà Lạt",ON_TRIP,49B-100.18,5000000,2000,0,0,0,0,0,5000000
348,TX-3308-348,"Hoàng Thành Hải",0916638335,E-41161,"Đà Lạt","Đà Lạt ➔ Nha Trang",AVAILABLE,65B-103.48,5000000,2000,0,0,0,0,0,5000000
94,TX-5433-94,"Hoàng Thành Hải",0977514423,E-87677,"Bến xe phía Nam Nha Trang","Nha Trang ➔ Đà Lạt",ON_TRIP,72B-100.94,5000000,2000,0,0,0,0,0,5000000
218,TX-9003-218,"Hoàng Thành Long",0996365645,E-47833,"Bến xe Miền Đông mới","Đà Nẵng ➔ TP. Hồ Chí Minh",AVAILABLE,49B-102.18,5000000,2000,1,0,1,0,0,5000000
617,TX-1877-617,"Hoàng Thành Nam",0974678627,E-82640,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-106.17,5000000,2000,3,0,3,0,0,5000000
811,TX-0709-811,"Hoàng Thành Phong",0939833925,E-25384,"Bến xe Trung tâm Cần Thơ","Nha Trang ➔ Cần Thơ",RESTING,79B-108.11,5000000,2000,1,0,1,0,0,5000000
461,TX-5790-461,"Hoàng Thành Quang",0985652911,E-92014,"Bến xe Phan Thiết","Phan Thiết ➔ Đà Lạt",AVAILABLE,43B-104.61,5000000,2000,1,0,1,0,0,5000000
738,TX-3557-738,"Hoàng Thành Quang",0960908907,E-89683,"Bến xe phía Nam Nha Trang","Đà Lạt ➔ Nha Trang",RESTING,49B-107.38,5000000,2000,1,0,1,0,0,5000000
841,TX-3744-841,"Hoàng Thành Quang",0996340041,E-10028,"Hà Nội","Hà Nội ➔ Đà Lạt",ON_TRIP,29B-108.41,5000000,2000,1,0,1,0,0,5000000
274,TX-5130-274,"Hoàng Thành Quang",0910961611,E-90304,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Hà Nội",ON_TRIP,49B-102.74,5000000,2000,0,0,0,0,0,5000000
676,TX-7538-676,"Hoàng Thành Sơn",0985184710,E-86140,"Bến xe phía Nam Nha Trang","Cần Thơ ➔ Nha Trang",RESTING,65B-106.76,5000000,2000,1,0,1,0,0,5000000
17,TX-7661-17,"Hoàng Thành Tuấn",0967191126,E-86265,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ TP. Hồ Chí Minh",ON_TRIP,29B-100.17,5000000,2000,0,0,0,0,0,5000000
901,TX-9828-901,"Hoàng Thành Tuấn",0942981328,E-78940,"Đà Nẵng","Đà Nẵng ➔ Cần Thơ",ON_TRIP,43B-109.01,5000000,2000,0,0,0,0,0,5000000
641,TX-4134-641,"Hoàng Thành Thắng",0932298633,E-79108,"Hà Nội","Hà Nội ➔ Vũng Tàu",ON_TRIP,29B-106.41,5000000,2000,1,0,1,0,0,5000000
942,TX-3937-942,"Hoàng Thành Thắng",0955153954,E-57263,"Bến xe Liên tỉnh Đà Lạt","Vũng Tàu ➔ Đà Lạt",AVAILABLE,72B-109.42,5000000,2000,3,0,3,0,0,5000000
327,TX-1040-327,"Hoàng Văn Dũng",0956170987,E-26082,"Bến xe Vũng Tàu","Vũng Tàu ➔ Nha Trang",AVAILABLE,86B-103.27,5000000,2000,1,0,1,0,0,5000000
450,TX-4602-450,"Hoàng Văn Hải",0929562091,E-73743,"Bến xe Mỹ Đình","Đà Lạt ➔ Hà Nội",ON_TRIP,49B-104.50,5000000,2000,1,0,1,0,0,5000000
314,TX-9588-314,"Hoàng Văn Long",0928835075,E-45632,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Vũng Tàu",RESTING,49B-103.14,5000000,2000,1,0,1,0,0,5000000
707,TX-0514-707,"Hoàng Văn Long",0994616473,E-97651,"Bến xe Miền Đông mới","Nha Trang ➔ TP. Hồ Chí Minh",RESTING,79B-107.07,5000000,2000,1,0,1,0,0,5000000
673,TX-7228-673,"Hoàng Văn Long",0963298234,E-60723,"Hà Nội","Hà Nội ➔ Vũng Tàu",ON_TRIP,29B-106.73,5000000,2000,1,0,1,0,0,5000000
281,TX-5916-281,"Hoàng Văn Long",0973476350,E-38088,"Hà Nội","Hà Nội ➔ Đà Nẵng",ON_TRIP,29B-102.81,5000000,2000,0,0,0,0,0,5000000
882,TX-7936-882,"Hoàng Văn Sơn",0921067554,E-74247,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Nha Trang",AVAILABLE,49B-108.82,5000000,2000,1,0,1,0,0,5000000
836,TX-3230-836,"Hoàng Văn Tuấn",0933340595,E-74047,"Cần Thơ","Cần Thơ ➔ Đà Nẵng",RESTING,65B-108.36,5000000,2000,1,0,1,0,0,5000000
287,TX-6571-287,"Hoàng Văn Tuấn",0938960197,E-65420,"Nha Trang","Nha Trang ➔ Cần Thơ",AVAILABLE,86B-102.87,5000000,2000,2,0,2,0,0,5000000
431,TX-2421-431,"Hoàng Văn Tuấn",0926103021,E-51834,"Bến xe phía Nam Nha Trang","Phan Thiết ➔ Nha Trang",AVAILABLE,86B-104.31,5000000,2000,0,0,0,0,0,5000000
636,TX-3661-636,"Hoàng Văn Tuấn",0930592234,E-98837,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Vũng Tàu",RESTING,65B-106.36,5000000,2000,1,0,1,0,0,5000000
970,TX-6682-970,"Hoàng Văn Thắng",0979758176,E-68749,"Đà Lạt","Đà Lạt ➔ Đà Nẵng",AVAILABLE,49B-109.70,5000000,2000,7,0,7,0,0,5000000
502,TX-0337-502,"Huỳnh Anh Dũng",0939048751,E-86902,"Bến xe Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,72B-105.02,5000000,2000,2,0,2,0,0,5000000
946,TX-4344-946,"Huỳnh Anh Dũng",0988959333,E-99103,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ TP. Hồ Chí Minh",ON_TRIP,49B-109.46,5000000,2000,3,0,3,0,0,5000000
46,TX-0508-46,"Huỳnh Anh Dũng",0976633754,E-38032,"Bến xe Trung tâm Đà Nẵng","Đà Lạt ➔ Đà Nẵng",AVAILABLE,72B-100.46,5000000,2000,1,0,1,0,0,5000000
950,TX-4749-950,"Huỳnh Anh Dũng",0947472947,E-49308,"Vũng Tàu","Vũng Tàu ➔ Đà Nẵng",ON_TRIP,72B-109.50,5000000,2000,1,0,1,0,0,5000000
622,TX-2346-622,"Huỳnh Anh Hải",0960906497,E-40827,"Bến xe Phan Thiết","Vũng Tàu ➔ Phan Thiết",ON_TRIP,72B-106.22,5000000,2000,0,0,0,0,0,5000000
305,TX-8567-305,"Huỳnh Anh Phong",0943743951,E-23917,"Hà Nội","Hà Nội ➔ Cần Thơ",ON_TRIP,29B-103.05,5000000,2000,1,0,1,0,0,5000000
484,TX-8471-484,"Huỳnh Anh Quang",0915542136,E-75086,"Cần Thơ","Cần Thơ ➔ Đà Nẵng",ON_TRIP,65B-104.84,5000000,2000,5,0,5,0,0,5000000
618,TX-1971-618,"Huỳnh Anh Sơn",0931764518,E-66341,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Cần Thơ",RESTING,49B-106.18,5000000,2000,1,0,1,0,0,5000000
258,TX-3338-258,"Huỳnh Anh Tuấn",0977096812,E-17266,"Bến xe Liên tỉnh Đà Lạt","Cần Thơ ➔ Đà Lạt",AVAILABLE,49B-102.58,5000000,2000,0,0,0,0,0,5000000
1,TX-6042-1,"Huỳnh Anh Tuấn",0962055894,E-19442,"Cần Thơ","Cần Thơ ➔ Nha Trang",ON_TRIP,29B-100.01,5000000,2000,0,0,0,0,0,5000000
70,TX-2912-70,"Huỳnh Anh Thắng",0912120772,E-28283,"Bến xe Phan Thiết","ALL",ON_TRIP,72B-100.70,5000000,2000,1,0,1,0,0,5000000
423,TX-1491-423,"Huỳnh Đức Hải",0971920683,E-18556,"Phan Thiết","Phan Thiết ➔ Đà Nẵng",ON_TRIP,86B-104.23,5000000,2000,1,0,1,0,0,5000000
41,TX-0026-41,"Huỳnh Đức Long",0923979323,E-67810,"Hà Nội","Hà Nội ➔ Cần Thơ",ON_TRIP,29B-100.41,5000000,2000,1,0,1,0,0,5000000
837,TX-3336-837,"Huỳnh Đức Nam",0975072601,E-74905,"Bến xe Trung tâm Cần Thơ","Đà Nẵng ➔ Cần Thơ",AVAILABLE,43B-108.37,5000000,2000,3,0,3,0,0,5000000
334,TX-1764-334,"Huỳnh Đức Nam",0992960730,E-45215,"Cần Thơ","Phan Thiết ➔ Cần Thơ",AVAILABLE,72B-103.34,5000000,2000,7,0,7,0,0,5000000
415,TX-0601-415,"Huỳnh Đức Quang",0910775386,E-63475,"Phan Thiết","Phan Thiết ➔ Hà Nội",ON_TRIP,86B-104.15,5000000,2000,1,0,1,0,0,5000000
690,TX-8900-690,"Huỳnh Đức Quang",0932133160,E-53710,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Đà Nẵng",ON_TRIP,49B-106.90,5000000,2000,1,0,1,0,0,5000000
76,TX-3514-76,"Huỳnh Đức Sơn",0962785639,E-84762,"Bến xe Trung tâm Đà Nẵng","Đà Nẵng ➔ Đà Lạt",ON_TRIP,65B-100.76,5000000,2000,0,0,0,0,0,5000000
40,TX-9928-40,"Huỳnh Đức Sơn",0961428849,E-58215,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Đà Nẵng",ON_TRIP,51B-100.40,5000000,2000,0,0,0,0,0,5000000
495,TX-9613-495,"Huỳnh Đức Tuấn",0997407739,E-45540,"Phan Thiết","Phan Thiết ➔ Đà Nẵng",ON_TRIP,86B-104.95,5000000,2000,3,0,3,0,0,5000000
513,TX-1478-513,"Huỳnh Đức Thắng",0936874872,E-40206,"Hà Nội","Hà Nội ➔ TP. Hồ Chí Minh",ON_TRIP,29B-105.13,5000000,2000,1,0,1,0,0,5000000
776,TX-7344-776,"Huỳnh Đức Trung",0971679061,E-17605,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Vũng Tàu",RESTING,51B-107.76,5000000,2000,1,0,1,0,0,5000000
351,TX-3637-351,"Huỳnh Hải Hải",0964340602,E-99837,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Nha Trang",ON_TRIP,86B-103.51,5000000,2000,0,0,0,0,0,5000000
91,TX-5121-91,"Huỳnh Hải Nam",0940943694,E-27652,"Bến xe Vũng Tàu","Vũng Tàu ➔ Cần Thơ",ON_TRIP,79B-100.91,5000000,2000,0,0,0,0,0,5000000
510,TX-1171-510,"Huỳnh Hải Nam",0938119243,E-50947,"Bến xe Vũng Tàu","Vũng Tàu ➔ Đà Nẵng",AVAILABLE,72B-105.10,5000000,2000,0,0,0,0,0,5000000
485,TX-8586-485,"Huỳnh Hải Nam",0975076318,E-38603,"Bến xe Vũng Tàu","Phan Thiết ➔ Vũng Tàu",AVAILABLE,43B-104.85,5000000,2000,1,0,1,0,0,5000000
725,TX-2244-725,"Huỳnh Hải Phong",0980278345,E-52802,"Đà Nẵng","Đà Nẵng ➔ Đà Lạt",ON_TRIP,43B-107.25,5000000,2000,1,0,1,0,0,5000000
437,TX-3066-437,"Huỳnh Hải Phong",0992698316,E-16929,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ Vũng Tàu",AVAILABLE,43B-104.37,5000000,2000,0,0,0,0,0,5000000
971,TX-6777-971,"Huỳnh Hải Phong",0976538416,E-33712,"Bến xe Trung tâm Đà Nẵng","Nha Trang ➔ Đà Nẵng",AVAILABLE,79B-109.71,5000000,2000,5,0,5,0,0,5000000
642,TX-4227-642,"Huỳnh Hải Sơn",0980095454,E-22398,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Nha Trang",AVAILABLE,49B-106.42,5000000,2000,8,0,8,0,0,5000000
770,TX-6756-770,"Huỳnh Hải Tuấn",0991398814,E-36512,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Vũng Tàu",AVAILABLE,49B-107.70,5000000,2000,1,0,1,0,0,5000000
125,TX-8690-125,"Huỳnh Hải Tuấn",0985905468,E-30532,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Đà Lạt",AVAILABLE,43B-101.25,5000000,2000,0,0,0,0,0,5000000
832,TX-2831-832,"Huỳnh Hải Tuấn",0983050246,E-40789,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Đà Lạt",ON_TRIP,51B-108.32,5000000,2000,1,0,1,0,0,5000000
312,TX-9363-312,"Huỳnh Hải Tuấn",0926300444,E-83474,"Bến xe Liên tỉnh Đà Lạt","Đà Lạt ➔ Vũng Tàu",RESTING,51B-103.12,5000000,2000,1,0,1,0,0,5000000
261,TX-3710-261,"Huỳnh Hải Thắng",0927167203,E-36870,"Bến xe Liên tỉnh Đà Lạt","Cần Thơ ➔ Đà Lạt",AVAILABLE,43B-102.61,5000000,2000,0,0,0,0,0,5000000
124,TX-8588-124,"Huỳnh Hải Thắng",0961676639,E-31341,"Đà Lạt","Đà Lạt ➔ Đà Nẵng",ON_TRIP,65B-101.24,5000000,2000,0,0,0,0,0,5000000
897,TX-9434-897,"Huỳnh Hải Trung",0959232584,E-42561,"Hà Nội","Hà Nội ➔ Nha Trang",ON_TRIP,29B-108.97,5000000,2000,1,0,1,0,0,5000000
462,TX-5904-462,"Huỳnh Hải Trung",0949000772,E-76092,"Bến xe Vũng Tàu","Vũng Tàu ➔ Nha Trang",RESTING,72B-104.62,5000000,2000,1,0,1,0,0,5000000
536,TX-3840-536,"Huỳnh Hữu Dũng",0992621669,E-30837,"TP. Hồ Chí Minh","TP. Hồ Chí Minh ➔ Nha Trang",AVAILABLE,51B-105.36,5000000,2000,3,0,3,0,0,5000000
354,TX-3975-354,"Huỳnh Hữu Nam",0922988916,E-93950,"Bến xe Trung tâm Cần Thơ","Cần Thơ ➔ TP. Hồ Chí Minh",AVAILABLE,49B-103.54,5000000,2000,1,0,1,0,0,5000000
120,TX-8159-120,"Huỳnh Hữu Quang",0952769726,E-13197,"Bến xe Trung tâm Đà Nẵng","Nha Trang ➔ Đà Nẵng",AVAILABLE,51B-101.20,5000000,2000,1,0,1,0,0,5000000
870,TX-6740-870,"Huỳnh Hữu Quang",0980799275,E-82151,"Bến xe Vũng Tàu","Vũng Tàu ➔ Cần Thơ",AVAILABLE,72B-108.70,5000000,2000,2,0,2,0,0,5000000
23,TX-8255-23,"Huỳnh Hữu Quang",0916604800,E-41877,"Bến xe Mỹ Đình","Phan Thiết ➔ Hà Nội",AVAILABLE,86B-100.23,5000000,2000,2,0,2,0,0,5000000
430,TX-2288-430,"Huỳnh Hữu Quang",0980182333,E-39753,"Bến xe Trung tâm Cần Thơ","Vũng Tàu ➔ Cần Thơ",AVAILABLE,72B-104.30,5000000,2000,1,1,0,220,440000,5440000
900,TX-9729-900,"Huỳnh Hữu Quang",0938807754,E-30416,"Bến xe phía Nam Nha Trang","Cần Thơ ➔ Nha Trang",RESTING,65B-109.00,5000000,2000,1,0,1,0,0,5000000
11,TX-7065-11,"Huỳnh Hữu Sơn",0960660813,E-62123,"Bến xe Miền Đông mới","TP. Hồ Chí Minh ➔ Hà Nội",ON_TRIP,79B-100.11,5000000,2000,1,0,1,0,0,5000000
454,TX-5033-454,"Huỳnh Hữu Thắng",0967716042,E-11712,"Bến xe Vũng Tàu","Vũng Tàu ➔ TP. Hồ Chí Minh",AVAILABLE,72B-104.54,5000000,2000,1,0,1,0,0,5000000
571,TX-7314-571,"Huỳnh Hữu Trung",0946070612,E-22792,"Bến xe Trung tâm Cần Thơ","Nha Trang ➔ Cần Thơ",AVAILABLE,79B-105.71,5000000,2000,0,0,0,0,0,5000000
659,TX-5861-659,"Huỳnh Hữu Trung",0912546809,E-27635,"Nha Trang","Nha Trang ➔ Đà Lạt",ON_TRIP,79B-106.59,5000000,2000,1,0,1,0,0,5000000
663,TX-6240-663,"Huỳnh Hữu Trung",0999098543,E-42810,"Bến xe Phan Thiết","Phan Thiết ➔ Cần Thơ",ON_TRIP,86B-106.63,5000000,2000,2,0,2,0,0,5000000
30,TX-8945-30,"Huỳnh Minh Phong",0984611104,E-20312,"Vũng Tàu","Vũng Tàu ➔ Hà Nội",ON_TRIP,72B-100.30,5000000,2000,1,0,1,0,0,5000000
330,TX-1365-330,"Huỳnh Minh Quang",0990243184,E-83071,"Bến xe phía Nam Nha Trang","Đà Lạt ➔ Nha Trang",AVAILABLE,49B-103.30,5000000,2000,1,1,0,140,280000,5280000
615,TX-1681-615,"Huỳnh Minh Sơn",0957368924,E-16058,"Phan Thiết","Phan Thiết ➔ Vũng Tàu",AVAILABLE,86B-106.15,5000000,2000,6,0,6,0,0,5000000
693,TX-9183-693,"Huỳnh Minh Sơn",0948144279,E-56215,"Đà Nẵng","Đà Nẵng ➔ TP. Hồ Chí Minh",ON_TRIP,43B-106.93,5000000,2000,1,0,1,0,0,5000000
372,TX-5900-372,"Huỳnh Minh Thắng",0997265253,E-47979,"Bến xe Miền Đông mới","Vũng Tàu ➔ TP. Hồ Chí Minh",AVAILABLE,65B-103.72,5000000,2000,0,0,0,0,0,5000000
527,TX-2923-527,"Huỳnh Minh Trung",0924456372,E-44482,"Phan Thiết","Phan Thiết ➔ Đà Nẵng",ON_TRIP,86B-105.27,5000000,2000,4,0,4,0,0,5000000
553,TX-5547-553,"Huỳnh Minh Trung",0941888932,E-85232,"Bến xe Trung tâm Đà Nẵng","Hà Nội ➔ Đà Nẵng",AVAILABLE,29B-105.53,5000000,2000,2,0,2,0,0,5000000
